# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://omim.org/phenotypicSeries/PS
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	subject_label	predicate_id	object_id	object_label	subject_category	object_category	object_source	mapping_justification
GARD:17675	Female infertility due to zona pellucida defect	skos:narrowMatch	OMIM:615774	Female infertility due to zona pellucida defect	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17675	Female infertility due to zona pellucida defect	skos:narrowMatch	OMIM:618353	Female infertility due to zona pellucida defect	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17675	Female infertility due to zona pellucida defect	skos:narrowMatch	OMIM:617712	Female infertility due to zona pellucida defect	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17676	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	skos:exactMatch	Orphanet:404476	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17676	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	skos:narrowMatch	OMIM:618272	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17677	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	skos:exactMatch	Orphanet:404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17677	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	skos:narrowMatch	OMIM:616949	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17678	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	skos:exactMatch	Orphanet:404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17678	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	skos:narrowMatch	OMIM:615705	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17679	DITRA	skos:exactMatch	Orphanet:404546	DITRA	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17679	DITRA	skos:narrowMatch	OMIM:614204	DITRA	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17680	Pontocerebellar hypoplasia type 10	skos:exactMatch	Orphanet:411493	Pontocerebellar hypoplasia type 10	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17680	Pontocerebellar hypoplasia type 10	skos:narrowMatch	OMIM:615803	Pontocerebellar hypoplasia type 10	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17681	Mild phosphoribosylpyrophosphate synthetase superactivity	skos:exactMatch	Orphanet:411536	Mild phosphoribosylpyrophosphate synthetase superactivity	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17681	Mild phosphoribosylpyrophosphate synthetase superactivity	skos:narrowMatch	OMIM:300661	Mild phosphoribosylpyrophosphate synthetase superactivity	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17682	Severe phosphoribosylpyrophosphate synthetase superactivity	skos:exactMatch	Orphanet:411543	Severe phosphoribosylpyrophosphate synthetase superactivity	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17682	Severe phosphoribosylpyrophosphate synthetase superactivity	skos:narrowMatch	OMIM:300661	Severe phosphoribosylpyrophosphate synthetase superactivity	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17683	Wolfram-like syndrome	skos:exactMatch	Orphanet:411590	Wolfram-like syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17683	Wolfram-like syndrome	skos:narrowMatch	OMIM:614296	Wolfram-like syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:exactMatch	Orphanet:411602	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:614203	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:605543	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:607060	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:607688	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:614251	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:616361	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17684	Hereditary late-onset Parkinson disease	skos:narrowMatch	OMIM:168601	Hereditary late-onset Parkinson disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17685	Juvenile nephropathic cystinosis	skos:exactMatch	Orphanet:411634	Juvenile nephropathic cystinosis	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17685	Juvenile nephropathic cystinosis	skos:narrowMatch	OMIM:219900	Juvenile nephropathic cystinosis	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17686	Maternal riboflavin deficiency	skos:exactMatch	Orphanet:411712	Maternal riboflavin deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17686	Maternal riboflavin deficiency	skos:narrowMatch	OMIM:615026	Maternal riboflavin deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17687	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	skos:exactMatch	Orphanet:411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17687	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	skos:narrowMatch	OMIM:615859	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17688	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	skos:exactMatch	Orphanet:412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17688	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	skos:narrowMatch	OMIM:601552	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17689	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	skos:exactMatch	Orphanet:412057	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17689	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	skos:narrowMatch	OMIM:615768	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17690	Epidermolysis bullosa simplex due to BP230 deficiency	skos:exactMatch	Orphanet:412181	Epidermolysis bullosa simplex due to BP230 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17690	Epidermolysis bullosa simplex due to BP230 deficiency	skos:narrowMatch	OMIM:615425	Epidermolysis bullosa simplex due to BP230 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17691	Epidermolysis bullosa simplex due to exophilin 5 deficiency	skos:exactMatch	Orphanet:412189	Epidermolysis bullosa simplex due to exophilin 5 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17691	Epidermolysis bullosa simplex due to exophilin 5 deficiency	skos:narrowMatch	OMIM:615028	Epidermolysis bullosa simplex due to exophilin 5 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17692	Primary failure of tooth eruption	skos:exactMatch	Orphanet:412206	Primary failure of tooth eruption	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17692	Primary failure of tooth eruption	skos:narrowMatch	OMIM:125350	Primary failure of tooth eruption	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17693	Cranio-cervical dystonia with laryngeal and upper-limb involvement	skos:exactMatch	Orphanet:420485	Cranio-cervical dystonia with laryngeal and upper-limb involvement	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17693	Cranio-cervical dystonia with laryngeal and upper-limb involvement	skos:narrowMatch	OMIM:615034	Cranio-cervical dystonia with laryngeal and upper-limb involvement	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17694	Adult-onset cervical dystonia, DYT23 type	skos:exactMatch	Orphanet:420492	Adult-onset cervical dystonia, DYT23 type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17694	Adult-onset cervical dystonia, DYT23 type	skos:narrowMatch	OMIM:614860	Adult-onset cervical dystonia, DYT23 type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17695	Bleeding disorder due to CalDAG-GEFI deficiency	skos:exactMatch	Orphanet:420566	Bleeding disorder due to CalDAG-GEFI deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17695	Bleeding disorder due to CalDAG-GEFI deficiency	skos:narrowMatch	OMIM:615888	Bleeding disorder due to CalDAG-GEFI deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17696	Severe combined immunodeficiency due to CTPS1 deficiency	skos:exactMatch	Orphanet:420573	Severe combined immunodeficiency due to CTPS1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17696	Severe combined immunodeficiency due to CTPS1 deficiency	skos:narrowMatch	OMIM:615897	Severe combined immunodeficiency due to CTPS1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17697	Woolly hair-palmoplantar keratoderma syndrome	skos:exactMatch	Orphanet:420686	Woolly hair-palmoplantar keratoderma syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17697	Woolly hair-palmoplantar keratoderma syndrome	skos:narrowMatch	OMIM:616099	Woolly hair-palmoplantar keratoderma syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17698	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	skos:exactMatch	Orphanet:420702	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17698	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	skos:narrowMatch	OMIM:617014	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17699	Combined oxidative phosphorylation defect type 20	skos:exactMatch	Orphanet:420728	Combined oxidative phosphorylation defect type 20	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17699	Combined oxidative phosphorylation defect type 20	skos:narrowMatch	OMIM:615917	Combined oxidative phosphorylation defect type 20	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17700	Combined oxidative phosphorylation defect type 21	skos:exactMatch	Orphanet:420733	Combined oxidative phosphorylation defect type 21	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17700	Combined oxidative phosphorylation defect type 21	skos:narrowMatch	OMIM:615918	Combined oxidative phosphorylation defect type 21	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17701	RIDDLE syndrome	skos:exactMatch	Orphanet:420741	RIDDLE syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17701	RIDDLE syndrome	skos:narrowMatch	OMIM:611943	RIDDLE syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17702	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	skos:exactMatch	Orphanet:423384	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17702	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	skos:narrowMatch	OMIM:616022	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17703	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	skos:exactMatch	Orphanet:423454	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17703	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	skos:narrowMatch	OMIM:616029	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17704	Mucolipidosis type III alpha/beta	skos:exactMatch	Orphanet:423461	Mucolipidosis type III alpha/beta	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17704	Mucolipidosis type III alpha/beta	skos:narrowMatch	OMIM:252600	Mucolipidosis type III alpha/beta	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17705	Mucolipidosis type III gamma	skos:exactMatch	Orphanet:423470	Mucolipidosis type III gamma	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17705	Mucolipidosis type III gamma	skos:narrowMatch	OMIM:252605	Mucolipidosis type III gamma	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:17706	Progressive myoclonic epilepsy type 8	skos:exactMatch	Orphanet:424027	Progressive myoclonic epilepsy type 8	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17706	Progressive myoclonic epilepsy type 8	skos:narrowMatch	OMIM:616230	Progressive myoclonic epilepsy type 8	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17707	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	skos:exactMatch	Orphanet:424099	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17707	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	skos:narrowMatch	OMIM:615877	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17708	TOR1AIP1-related limb-girdle muscular dystrophy	skos:exactMatch	Orphanet:424261	TOR1AIP1-related limb-girdle muscular dystrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17708	TOR1AIP1-related limb-girdle muscular dystrophy	skos:narrowMatch	OMIM:617072	TOR1AIP1-related limb-girdle muscular dystrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17709	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	skos:exactMatch	Orphanet:431140	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17709	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	skos:narrowMatch	OMIM:300915	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17710	Combined immunodeficiency due to OX40 deficiency	skos:exactMatch	Orphanet:431149	Combined immunodeficiency due to OX40 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17710	Combined immunodeficiency due to OX40 deficiency	skos:narrowMatch	OMIM:615593	Combined immunodeficiency due to OX40 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17711	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	skos:exactMatch	Orphanet:431166	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17711	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	skos:narrowMatch	OMIM:616636	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17711	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	skos:narrowMatch	OMIM:616669	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17712	Autosomal recessive spastic paraplegia type 57	skos:exactMatch	Orphanet:431329	Autosomal recessive spastic paraplegia type 57	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17712	Autosomal recessive spastic paraplegia type 57	skos:narrowMatch	OMIM:615658	Autosomal recessive spastic paraplegia type 57	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17713	Familial ossifying fibroma	skos:exactMatch	Orphanet:435329	Familial ossifying fibroma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17713	Familial ossifying fibroma	skos:narrowMatch	OMIM:137575	Familial ossifying fibroma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17714	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	skos:exactMatch	Orphanet:435387	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17714	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	skos:narrowMatch	OMIM:616687	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17715	Progressive myoclonic epilepsy type 7	skos:exactMatch	Orphanet:435438	Progressive myoclonic epilepsy type 7	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17715	Progressive myoclonic epilepsy type 7	skos:narrowMatch	OMIM:616187	Progressive myoclonic epilepsy type 7	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17716	Keppen-Lubinsky syndrome	skos:exactMatch	Orphanet:435628	Keppen-Lubinsky syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17716	Keppen-Lubinsky syndrome	skos:narrowMatch	OMIM:614098	Keppen-Lubinsky syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17717	Short stature-advanced bone age-early-onset osteoarthritis syndrome	skos:exactMatch	Orphanet:435804	Short stature-advanced bone age-early-onset osteoarthritis syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17717	Short stature-advanced bone age-early-onset osteoarthritis syndrome	skos:narrowMatch	OMIM:165800	Short stature-advanced bone age-early-onset osteoarthritis syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17718	Lethal neonatal spasticity-epileptic encephalopathy syndrome	skos:exactMatch	Orphanet:435845	Lethal neonatal spasticity-epileptic encephalopathy syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17718	Lethal neonatal spasticity-epileptic encephalopathy syndrome	skos:narrowMatch	OMIM:614498	Lethal neonatal spasticity-epileptic encephalopathy syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17718	Lethal neonatal spasticity-epileptic encephalopathy syndrome	skos:narrowMatch	OMIM:618056	Lethal neonatal spasticity-epileptic encephalopathy syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17719	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	skos:exactMatch	Orphanet:435930	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17719	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	skos:narrowMatch	OMIM:212550	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17720	COG2-CDG	skos:exactMatch	Orphanet:435934	COG2-CDG	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17720	COG2-CDG	skos:narrowMatch	OMIM:617395	COG2-CDG	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17721	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	skos:exactMatch	Orphanet:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17721	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	skos:narrowMatch	OMIM:300998	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17722	Progeroid features-hepatocellular carcinoma predisposition syndrome	skos:exactMatch	Orphanet:435953	Progeroid features-hepatocellular carcinoma predisposition syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17722	Progeroid features-hepatocellular carcinoma predisposition syndrome	skos:narrowMatch	OMIM:616200	Progeroid features-hepatocellular carcinoma predisposition syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17723	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	skos:exactMatch	Orphanet:435998	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17723	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	skos:narrowMatch	OMIM:616039	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17724	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	skos:exactMatch	Orphanet:436151	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17724	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	skos:narrowMatch	OMIM:616078	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17724	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	skos:narrowMatch	OMIM:616083	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17725	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	skos:exactMatch	Orphanet:436166	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17725	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	skos:narrowMatch	OMIM:616050	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17726	Thrombomodulin-related bleeding disorder	skos:exactMatch	Orphanet:436169	Thrombomodulin-related bleeding disorder	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17726	Thrombomodulin-related bleeding disorder	skos:narrowMatch	OMIM:614486	Thrombomodulin-related bleeding disorder	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17727	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	skos:exactMatch	Orphanet:436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17727	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	skos:narrowMatch	OMIM:616007	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17728	Microcephalic primordial dwarfism-insulin resistance syndrome	skos:exactMatch	Orphanet:436182	Microcephalic primordial dwarfism-insulin resistance syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17728	Microcephalic primordial dwarfism-insulin resistance syndrome	skos:narrowMatch	OMIM:616541	Microcephalic primordial dwarfism-insulin resistance syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17728	Microcephalic primordial dwarfism-insulin resistance syndrome	skos:narrowMatch	OMIM:617253	Microcephalic primordial dwarfism-insulin resistance syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:17729	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	skos:exactMatch	Orphanet:436242	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17729	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	skos:narrowMatch	OMIM:616117	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17730	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	skos:exactMatch	Orphanet:436245	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17730	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	skos:narrowMatch	OMIM:616108	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17731	Combined immunodeficiency-enteropathy spectrum	skos:exactMatch	Orphanet:436252	Combined immunodeficiency-enteropathy spectrum	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17731	Combined immunodeficiency-enteropathy spectrum	skos:narrowMatch	OMIM:243150	Combined immunodeficiency-enteropathy spectrum	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17732	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	skos:exactMatch	Orphanet:437552	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17732	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	skos:narrowMatch	OMIM:615707	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17733	Ketoacidosis due to monocarboxylate transporter-1 deficiency	skos:exactMatch	Orphanet:438075	Ketoacidosis due to monocarboxylate transporter-1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:17733	Ketoacidosis due to monocarboxylate transporter-1 deficiency	skos:narrowMatch	OMIM:616095	Ketoacidosis due to monocarboxylate transporter-1 deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
